v1,v2,Category
1,"Congratulations! You've been chosen to receive a FREE £500 gift card. Text CLAIM to 87121 to verify. Standard rates apply. Over 18s only",lottery
1,"WINNER ALERT: Your mobile has won £2500 in our monthly draw! Call 08719034567 NOW to collect. Lines close 6PM today. 150p/min",lottery
1,"You are guaranteed a FREE iPad or £750 cash! Simply call 09064018259 and quote reference WIN2024. Terms apply. 16+",lottery
1,"FINAL NOTICE: Unclaimed prize of £1000 waiting for 07XXX. Call our prize line 08712340987 before midnight tonight!",lottery
1,"Congratulations! Your number was drawn in our National Lottery bonus draw. Claim your £850 now at 09061743902. ID: LP4429",lottery
1,"You've WON! £3000 cash or luxury holiday for 2. To claim call FREE on 0800169453. Quote code: WINNER2024. Ends Sunday",lottery
1,"PRIZE NOTIFICATION: You have won a guaranteed £500 Amazon voucher! Call 08714429876 within 24hrs to claim. Cost 10p/min",lottery
1,"Your mobile number has WON £2000! This is the 2nd attempt to contact you. Call 08719182534 NOW. Ref: AW2024. Valid 12hrs",lottery
1,"URGENT: You've been selected for a £1500 prize! Text YES to 88066 or call 09064012398. Standard network charges apply",lottery
1,"Congratulations! You qualify for a FREE £1000 Tesco voucher. Claim at www.win-tesco-prizes.com before it expires. Code: TC8847",lottery
1,"YOU'VE WON £750 in cash prizes! Call our automated prize line on 0906819034 to verify and claim. Calls cost £1.50/min",lottery
1,"Final chance to claim your £2000 prize! Your number ending 4728 was selected. Ring 08714561289 before 5PM today. 150ppm",lottery
1,"WINNER: £500 cash is waiting! Visit www.claim-your-prize-now.net and enter code WN5029 to collect within 48 hours",lottery
1,"You have been randomly selected to win £1200 OR a new iPhone 15! Call 09061847293 now. This offer expires in 6 hours",lottery
1,"CLAIM YOUR PRIZE: £850 shopping voucher awarded to your mobile! Text WIN to 82277 or call 0871940283. Over 18s. £1.50/msg",lottery
1,"JACKPOT WINNER! Your entry in our £5000 prize draw was successful. Collect your winnings by calling 08719283746. Ref: JP9283",lottery
1,"CONGRATULATIONS from National Prize Centre! You've won £1800. Confirm identity at 09064127539. Calls £1/min. Closes 9PM",lottery
1,"AMAZING NEWS! You're our lucky winner of £2200 cash! No purchase necessary. Dial 08712947365 to arrange payment. ID: LW7729",lottery
1,"You've been entered into our BONUS draw and WON £950! To receive funds call 09061892745 quoting WIN4738. Lines open till 8PM",lottery
1,"SELECTED WINNER: Your mobile won £1600 in our monthly giveaway! Visit www.prize-claim-uk.com/claim?code=MC8847 within 72hrs",lottery
1,"BIG WINNER! £3500 prize fund allocated to your number! Reply COLLECT or phone 08714628391. Must claim by Friday. T&Cs apply",lottery
1,"You are today's LUCKY WINNER of £1250 cash prize! No strings attached. Call our prize hotline 09064183729 to verify. 16+",lottery
1,"PRIZE ALERT: You've won a guaranteed £2800! This is not a joke. Claim now on 08719364827 before your prize expires. Ref: PA4829",lottery
1,"Your number won £750 in our free entry draw! Text WINNER to 85543 or call 09061749283. Reply within 24hrs. Standard rates",lottery
1,"EXCLUSIVE WINNER! £4200 cash prize waiting for collection. Verify at 08714937261 between 9AM-6PM. Cost 50p/min. Over 18s",lottery
1,"You have WON! £1100 deposited in your name. Collect by texting PRIZE to 87264 or calling 09064172948. Claim code: WIN2024",lottery
1,"CONGRATULATIONS! You're one of 50 winners of £1900 each! Call our winners line 08719482736 NOW. Closes tonight. 150ppm",lottery
1,"WINNING NOTIFICATION: £2600 awarded to mobile ending in XXXX. Claim at www.instant-prizes-uk.net or dial 09061827493. ID: WN5748",lottery
1,"You've WON our grand prize of £5500! Completely FREE to claim. Ring 08714738291 and quote GRAND2024. Valid 48 hours only",lottery
1,"PRIZE CONFIRMATION: £820 cash waiting! Your mobile was randomly selected. Text CLAIM to 88299 or phone 09064198273. £1.50/msg",lottery
1,"WINNER SELECTED! You've won £3200 in our special promotion! No catch. Call 08719273845 to arrange transfer. Ref: SP8392",lottery
1,"You are a GUARANTEED winner of £1450! Claim your prize money by calling 09061837492 before midnight. Calls cost £1/min",lottery
1,"FINAL REMINDER: £2100 prize unclaimed for your number! Last chance to collect on 08714829376. Offer ends Sunday. 10ppm",lottery
1,"You've WON £990 cash! Simply call our automated claim line 09064183726 and enter code 7729 when prompted. 16+ T&Cs apply",lottery
1,"CONGRATULATIONS! £1700 prize awarded! Visit www.uk-prize-winners.com/verify?id=PW8273 or text WIN to 82266 within 36 hours",lottery
1,"Your mobile WON! £2400 prize fund ready for collection. Ring 08719382947 FREE to verify and claim. Quote: WM9283. Lines close 7PM",lottery
1,"LUCKY DRAW WINNER: £850 deposited in your account name! Collect by calling 09061928374 or visit claim-prize-today.co.uk. Code: LD4728",lottery
1,"You've been selected for a £3800 CASH prize! No purchase needed. Call 08714627391 to confirm eligibility. Over 18s. 50p/min",lottery
1,"PRIZE WINNER! Your entry won £1350! Text YES to 85577 or dial 09064192837 within 48hrs to claim. Standard network charges",lottery
1,"WINNING ALERT: £4600 prize allocated to your mobile! Claim now at 08719482736 before it's reassigned. Ref: WA7392. Closes Friday",lottery
1,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",lottery
1,Win a å£1000 cash prize or a prize worth å£5000,lottery
1,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",lottery
1,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,lottery
1,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,lottery
1,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,lottery
1,"Congratulations! You have been randomly selected as the winner of a $1 million cash prize from the Powerball lottery. Reply to this text with your name and address to claim your winnings! This is a limited-time offer, so act fast", lottery
